"","ds","tv_S","ooh_S","print_S","facebook_S","search_S","newsletter","type","solID"
"595",2016-04-18,64074.5135799254,88419.6655436239,2731.24030308064,7546.30174347906,6681.44903785619,12147.8786495856,"adstockedMedia","3_130_15"
"596",2016-04-25,44961.0861790336,33829.3640369905,1082.39053211086,2218.61271258284,6660.12128853968,7718.86519616218,"adstockedMedia","3_130_15"
"597",2016-05-02,31549.1941718279,12943.1146805526,37984.6847012089,652.272137499356,5056.09887501858,6298.75704363712,"adstockedMedia","3_130_15"
"598",2016-05-09,22138.0695503716,154825.635676779,15053.3305470891,191.768008424811,5233.5802478285,2626.87656283572,"adstockedMedia","3_130_15"
"599",2016-05-16,15534.2834034958,59236.2882099358,5965.6348958114,11078.1721164104,987.053234740456,19704.795401505,"adstockedMedia","3_130_15"
"600",2016-05-23,10900.406664233,395991.803869121,2364.18110921006,3256.98260222466,186.15824007205,21675.5872354875,"adstockedMedia","3_130_15"
"601",2016-05-30,7648.81535629229,151506.464160326,936.924973579946,957.552885054049,4075.10944407759,11504.3627669753,"adstockedMedia","3_130_15"
"602",2016-06-06,5367.1737355103,57966.3731877407,371.303367029732,281.52054820589,4368.56564115303,5632.60346330894,"adstockedMedia","3_130_15"
"603",2016-06-13,3766.14581020758,22177.9343816296,147.147524353883,82.7670411725317,5383.91147992146,7867.00243966585,"adstockedMedia","3_130_15"
"604",2016-06-20,64059.8645150227,380210.077694411,58.3145639014438,7683.80105409587,5895.40570511319,2890.85208153744,"adstockedMedia","3_130_15"
"605",2016-06-27,44950.8069301914,145468.375725882,23.1100616741422,2259.03750990419,5631.87351598435,3770.60433020942,"adstockedMedia","3_130_15"
"606",2016-07-04,61905.0212229153,55656.2005527224,15514.3585174415,664.157027911831,6302.17134511465,4582.12773970617,"adstockedMedia","3_130_15"
"607",2016-07-11,43438.7533921197,21294.0623314716,6148.34028046205,195.262166206078,6908.58951568862,9007.77754116209,"adstockedMedia","3_130_15"
"608",2016-07-18,36182.2132552504,967076.708248021,16778.5872531471,10715.8519473317,5582.95998265887,7387.49752825011,"adstockedMedia","3_130_15"
"609",2016-07-25,25389.0590412092,370003.548575693,6649.3541284222,3150.46047251552,6892.94625272946,14614.5172147601,"adstockedMedia","3_130_15"
"610",2016-08-01,102356.262729216,634214.55768506,2635.13904109372,16232.3296262429,8140.00966326478,13527.5152865833,"adstockedMedia","3_130_15"
"611",2016-08-08,71823.3895570912,242650.489770304,3467.63893531877,4772.3049101154,9135.20582249174,18723.0752640717,"adstockedMedia","3_130_15"
"612",2016-08-15,136290.512452211,92838.0773861183,1374.22531006683,4438.69071857651,1722.89981812194,21562.2967316277,"adstockedMedia","3_130_15"
"613",2016-08-22,95635.0525877164,35519.8484079289,42483.8054903795,3230.49322666214,324.938905697798,21889.9428889836,"adstockedMedia","3_130_15"
"614",2016-08-29,139080.596400801,492527.494000874,16836.3321158374,949.76500863867,9301.2834776146,4979.09940938871,"adstockedMedia","3_130_15"
"615",2016-09-05,161378.374494442,451871.419204734,15916.3717508397,467.621645480292,11274.2220638781,3760.58807184346,"adstockedMedia","3_130_15"
"616",2016-09-12,113239.20538275,653233.204987731,6307.65812485776,137.480763771206,12126.3182812474,11680.9718634907,"adstockedMedia","3_130_15"
"617",2016-09-19,79459.9504170755,348010.224228306,79109.5915815479,13653.2736424822,12487.0236278433,16627.9841530468,"adstockedMedia","3_130_15"
"618",2016-09-26,55757.0472076619,620275.11178975,31351.1311437674,4014.06245088978,11275.0526562112,4804.8693712616,"adstockedMedia","3_130_15"
"619",2016-10-03,472734.640025616,602926.857770758,41863.9199389417,10621.6374389919,12246.4749309614,14621.4819254436,"adstockedMedia","3_130_15"
"620",2016-10-10,331717.896905975,230679.815783092,48762.0048051359,13965.2614940506,14269.6851719793,25785.3190141962,"adstockedMedia","3_130_15"
"621",2016-10-17,476934.488258923,177645.297518611,19324.3825042754,20079.0387598379,13851.2626234353,29525.6258142382,"adstockedMedia","3_130_15"
"622",2016-10-24,334664.930411286,544704.690830621,35741.1861197776,23501.0062055224,14852.3481307799,21135.2572189631,"adstockedMedia","3_130_15"
"623",2016-10-31,516818.741669599,208404.014711795,14164.2320592679,26131.5815640968,17481.1528574651,16428.0086830683,"adstockedMedia","3_130_15"
"624",2016-11-07,362651.711029558,507541.776028733,40244.7518317545,28547.5189364463,15776.9454289179,31321.7922020261,"adstockedMedia","3_130_15"
"625",2016-11-14,411445.865629441,194185.483508593,15948.9951509243,24389.0167168612,2975.53190789392,23016.1886662676,"adstockedMedia","3_130_15"
"626",2016-11-21,309582.723912179,509349.765990388,28199.7867783113,27216.652466651,561.185317828793,22057.7220182411,"adstockedMedia","3_130_15"
"627",2016-11-28,217234.197369176,194877.220467922,23604.3755002448,22197.3349399472,28705.8395509425,30486.461120905,"adstockedMedia","3_130_15"
"628",2016-12-05,195196.436293951,791801.624551027,9354.414010747,11495.4200662,30613.9213393078,54791.1376133524,"adstockedMedia","3_130_15"
"629",2016-12-12,136969.339347465,302943.301553223,3707.15427245904,12470.7372192691,27813.7855645934,25928.8972805809,"adstockedMedia","3_130_15"
"630",2016-12-19,96111.3854201162,1120666.10717426,1469.14523817552,6702.0298174677,25925.6799574823,7445.19474617903,"adstockedMedia","3_130_15"
"631",2016-12-26,390604.399149296,428766.852604873,582.222257888957,23650.0407849804,28089.5832399812,1418.17547370906,"adstockedMedia","3_130_15"
"632",2017-01-02,397250.146883061,1525134.19780662,84225.1346808014,19796.7447645927,27417.6953990604,46670.657449666,"adstockedMedia","3_130_15"
"633",2017-01-09,278750.428067844,583516.344080815,33378.4208740016,22239.1738314718,26410.9773522628,27156.7938696915,"adstockedMedia","3_130_15"
"634",2017-01-16,213339.055375206,223253.35324532,17834.8015257001,24501.4746458664,25101.1103286368,38484.8940125624,"adstockedMedia","3_130_15"
"635",2017-01-23,149700.015156782,85416.7329516593,39410.8651779683,26710.8177540306,25734.0694079809,18439.1567690497,"adstockedMedia","3_130_15"
"636",2017-01-30,225779.380635514,32680.4420273048,15618.5258700288,20694.9121286458,26533.4454903452,29542.8786911483,"adstockedMedia","3_130_15"
"637",2017-02-06,158429.39139194,12503.5371196468,6189.62180229243,6084.30416582187,21764.2078194791,7494.24820095852,"adstockedMedia","3_130_15"
"638",2017-02-13,111169.903939724,387955.053301977,2452.94712024849,26570.1510866728,4104.72959475376,20266.4900885444,"adstockedMedia","3_130_15"
"639",2017-02-20,78007.9215945046,148431.603393336,33045.1696104212,7811.62441948181,774.152001570559,21740.4068023718,"adstockedMedia","3_130_15"
"640",2017-02-27,54738.1585828639,56789.9314582905,13095.8007166099,43998.4752812126,13666.0050674962,29064.8429449937,"adstockedMedia","3_130_15"
"641",2017-03-06,38409.7658775956,21727.8277759419,47273.1991573257,12935.5517326765,16577.4085557298,15626.0828758523,"adstockedMedia","3_130_15"
"642",2017-03-13,58034.7727163088,8313.06690707539,18734.3688260482,3803.05220940689,15766.4992536106,27795.2499638734,"adstockedMedia","3_130_15"
"643",2017-03-20,40723.0000150339,3180.57939864704,66985.8970324297,1118.09734956562,14293.561759231,25903.571845831,"adstockedMedia","3_130_15"
"644",2017-03-27,28575.3291105493,74645.6896779224,26546.5109939519,8176.32593691786,17095.765747791,29393.2721910089,"adstockedMedia","3_130_15"
"645",2017-04-03,20051.3084368724,28559.4408707731,10520.3823069031,2403.83982545385,16904.2614200334,4636.98361084243,"adstockedMedia","3_130_15"
"646",2017-04-10,14070.0031301534,1512011.64207716,4169.22750822571,706.728908683432,14188.1437038183,1661.10790869122,"adstockedMedia","3_130_15"
"647",2017-04-17,32280.0811964286,578495.654258721,1652.26486150985,207.778299152929,13315.8839025401,12157.691852663,"adstockedMedia","3_130_15"
"648",2017-04-24,22650.932975534,1109796.43731939,654.792564616353,61.0868199509612,12311.3757040191,19299.9976397973,"adstockedMedia","3_130_15"
"649",2017-05-01,125762.919668932,424608.116918397,259.494293357461,17.9595250655826,10121.925457778,8279.21972763261,"adstockedMedia","3_130_15"
"650",2017-05-08,88247.8407316897,1081493.46553298,102.837588457562,5.28010036928128,9948.99514133693,10010.4219565688,"adstockedMedia","3_130_15"
"651",2017-05-15,61923.5098414267,413779.399912918,40.7545363057317,1.5523495085687,1876.38048365615,20556.8565399418,"adstockedMedia","3_130_15"
"652",2017-05-22,43451.7268557291,281331.198406682,16.1510227379615,11936.0607488676,353.885359217549,21773.9150908631,"adstockedMedia","3_130_15"
"653",2017-05-29,30490.0767346651,107637.316510397,21530.5339836444,3509.20186016708,6586.74277874843,8290.7098014856,"adstockedMedia","3_130_15"
"654",2017-06-05,48771.2868447145,168642.837296878,8532.55061771827,10307.864922124,9282.25968807195,2944.74791109144,"adstockedMedia","3_130_15"
"655",2017-06-12,34222.8119789362,64522.7495497854,3381.44980980175,3030.51228710446,8430.63417717037,5133.82390893995,"adstockedMedia","3_130_15"
"656",2017-06-19,132793.18716562,24686.4039777479,1340.06855962443,984.782139817718,11110.0176058143,5772.44327909167,"adstockedMedia","3_130_15"
"657",2017-06-26,93180.9794341152,485341.018161886,14509.3358368458,289.525949106409,10095.3493204566,1714.13995440718,"adstockedMedia","3_130_15"
"658",2017-07-03,79067.3732689186,185691.473548738,34469.249792142,20035.4621235214,13263.9828818381,11174.8117507386,"adstockedMedia","3_130_15"
"659",2017-07-10,55481.5758228002,71045.5577797471,13660.1636926259,5890.42586431529,13661.5871715147,8102.57327603523,"adstockedMedia","3_130_15"
"660",2017-07-17,68522.8217548589,351726.030406531,80286.0562047208,1731.78520410869,14136.5753405477,3296.03695605447,"adstockedMedia","3_130_15"
"661",2017-07-24,48082.4640253845,134570.379233539,31817.3640739309,509.144850007956,14266.1581092273,15494.3626647287,"adstockedMedia","3_130_15"
"662",2017-07-31,67894.2250066123,667806.627094752,16966.5547158321,149.688585902339,16290.5974194003,11832.0494515097,"adstockedMedia","3_130_15"
"663",2017-08-07,47641.3776871398,570101.215526452,35125.5789672176,44.0084442552877,19152.4066732989,10295.4185067042,"adstockedMedia","3_130_15"
"664",2017-08-14,135571.114723066,218120.725060421,13920.2669447083,12.9384826110546,3612.14389858417,20589.7451418275,"adstockedMedia","3_130_15"
"665",2017-08-21,95130.2512011754,83452.9894081169,39561.1351235212,4031.83822103206,681.250339272975,21777.7104355207,"adstockedMedia","3_130_15"
"666",2017-08-28,420420.257267865,31929.1137475455,15678.0778494515,3882.14139432633,21128.4838139869,36225.1477842591,"adstockedMedia","3_130_15"
"667",2017-09-04,295008.894524861,12216.0789198109,6213.22225173761,1141.34956993194,23464.8320473179,24180.3820543035,"adstockedMedia","3_130_15"
"668",2017-09-11,353615.541288095,455168.27179472,16293.3666450303,2200.85723335245,21185.4673241242,5055.41608906662,"adstockedMedia","3_130_15"
"669",2017-09-18,248132.025321856,174147.38078866,6457.06120142551,647.05202660562,23315.5791373298,16507.3950166783,"adstockedMedia","3_130_15"
"670",2017-09-25,425105.762168346,500319.987889741,2558.93335412493,7777.23547730164,27317.3182253004,26240.9533849247,"adstockedMedia","3_130_15"
"671",2017-10-02,632210.073313529,366512.027366615,1014.10528823971,2286.50723032668,27192.0462172917,32538.2060206203,"adstockedMedia","3_130_15"
"672",2017-10-09,577535.168444103,1121936.30167047,55916.6899257294,16717.9503688145,29168.4199165812,19212.9089747796,"adstockedMedia","3_130_15"
"673",2017-10-16,405256.427697227,429252.829019121,22159.7842175666,17486.1995936402,28261.1639962672,46183.1696956896,"adstockedMedia","3_130_15"
"674",2017-10-23,417449.955315144,302505.732382716,8781.92248542163,19336.581795282,29090.055529696,40345.5377828826,"adstockedMedia","3_130_15"
"675",2017-10-30,306860.313644637,115738.693209627,3480.27588097259,21505.1110921078,30886.3844729007,9404.87506014465,"adstockedMedia","3_130_15"
"676",2017-11-06,278770.922084442,999854.424022003,70498.9666649626,16980.9475315468,35305.1721115891,27028.3225819407,"adstockedMedia","3_130_15"
"677",2017-11-13,195613.556026653,382544.302630818,27938.7404893247,27792.7041145773,6658.5554602457,22520.7222721098,"adstockedMedia","3_130_15"
"678",2017-11-20,302944.032263902,462276.650186551,15110.3895225861,18010.9474754448,1255.80355980234,22000.5451963553,"adstockedMedia","3_130_15"
"679",2017-11-27,212575.82743958,176867.046361374,34793.5807011342,12686.5982817761,45276.8445513787,44007.8629156594,"adstockedMedia","3_130_15"
"680",2017-12-04,235935.098114353,331195.731937862,13788.6960318595,8699.26348869774,46739.21288239,21214.5073804671,"adstockedMedia","3_130_15"
"681",2017-12-11,165555.658346842,126715.487039426,5464.46023742591,11648.6671854834,42175.0155496188,40232.1541517059,"adstockedMedia","3_130_15"
"682",2017-12-18,307417.565461979,324006.145341284,2165.56559209189,6460.34122753471,42954.2079326581,47893.7905891069,"adstockedMedia","3_130_15"
"683",2017-12-25,486962.065684671,123964.751207575,45961.5469774792,23578.9843395401,38341.1636160993,63049.9434339829,"adstockedMedia","3_130_15"
"684",2018-01-01,341701.281490933,47428.9138120183,34089.6277338417,19775.8541696333,39191.1434579963,84892.9634722816,"adstockedMedia","3_130_15"
"685",2018-01-08,239771.789222188,29987.9024244782,13509.7194709215,22233.0319965537,39911.4496561781,84323.6479847013,"adstockedMedia","3_130_15"
"686",2018-01-15,285515.584497209,11473.3714676054,51795.9018263262,6536.51140698678,37767.2994051552,20124.9489774345,"adstockedMedia","3_130_15"
"687",2018-01-22,200346.285641692,174823.311923506,78568.9825604399,1921.73435365411,34802.9126678123,12062.4191119959,"adstockedMedia","3_130_15"
"688",2018-01-29,216090.588634775,66887.3991419333,31136.8877887023,564.98989997431,33443.8293291494,14925.0031655243,"adstockedMedia","3_130_15"
"689",2018-02-05,151630.766045022,25591.1189117037,26579.9486306627,1585.04807435128,38147.5062114776,57824.3453653015,"adstockedMedia","3_130_15"
"690",2018-02-12,133894.948533792,172347.962095618,10533.6336423316,466.004133859275,7194.61967148467,26074.5833013096,"adstockedMedia","3_130_15"
"691",2018-02-19,93954.0853861616,65940.3302977834,23108.7456791227,137.005215354627,1356.90527004201,22410.6607591249,"adstockedMedia","3_130_15"
"692",2018-02-26,102995.90171547,193742.370371932,39166.3959126363,40.2795333142603,22495.9123339299,21911.190251603,"adstockedMedia","3_130_15"
"693",2018-03-05,72272.224233745,74125.8309043012,15521.6427001778,11.8421827943925,26322.7290661792,20606.551355035,"adstockedMedia","3_130_15"
"694",2018-03-12,210074.179744819,300173.342903986,67611.6270020805,3.4816017415514,26204.4667018814,11088.996026371,"adstockedMedia","3_130_15"
"695",2018-03-19,147409.051926939,114846.320995065,26794.4877809245,1.02359091201611,22822.1624199748,14258.6701414432,"adstockedMedia","3_130_15"
"696",2018-03-26,162668.451737133,289685.802412712,19586.1221742471,0.300935728132737,23304.2598324073,25555.4505343225,"adstockedMedia","3_130_15"
"697",2018-04-02,114144.452583946,110833.788003104,7761.98021765411,0.0884751040710247,20955.183404392,13516.0989916608,"adstockedMedia","3_130_15"
"698",2018-04-09,80095.1623781552,76177.8072899874,3076.07276025632,0.0260116805968813,21872.1475900683,42888.7578236377,"adstockedMedia","3_130_15"
"699",2018-04-16,56202.7754407515,29145.6290691492,1219.04763488958,6339.78908258803,19045.0870354869,26565.3626528478,"adstockedMedia","3_130_15"
"700",2018-04-23,39437.4875267754,486211.917681856,483.108577706741,1863.89799028088,14671.9034148928,5594.64285013863,"adstockedMedia","3_130_15"
"701",2018-04-30,27673.2849975383,186024.679705078,191.455929345181,38949.7779065106,12287.1209840488,7481.621784906,"adstockedMedia","3_130_15"
"702",2018-05-07,19418.3440827726,250195.442455163,75.8739847994954,11451.2347045141,16477.3510175916,1193.37915397815,"adstockedMedia","3_130_15"
"703",2018-05-14,13625.8520428815,95724.7762833453,20441.0021935094,42488.0053310676,3107.62840191778,19539.3698005229,"adstockedMedia","3_130_15"
"704",2018-05-21,12402.58037849,115489.899406008,8100.76916928776,12491.4735673339,586.098716601693,21656.4971211341,"adstockedMedia","3_130_15"
"705",2018-05-28,8702.89065158641,44186.4355127386,15826.6014884554,6699.62097956029,14030.5382179511,31067.1597677789,"adstockedMedia","3_130_15"
"706",2018-06-04,6106.81837021819,16905.7302271738,6272.08216987488,1969.68856799073,16806.1595079056,30293.1502372017,"adstockedMedia","3_130_15"
"707",2018-06-11,29229.1944503821,6468.1323849167,18759.6261639214,579.088438989273,16769.641683191,11170.8295373731,"adstockedMedia","3_130_15"
"708",2018-06-18,20510.1257458331,54863.5074504691,7434.43984876206,170.252001062846,19402.7544214498,24644.1137286129,"adstockedMedia","3_130_15"
"709",2018-06-25,14391.9552358511,20990.7779505495,34098.6685120644,11320.8823039477,19139.3594838854,19832.9307242819,"adstockedMedia","3_130_15"
"710",2018-07-02,53964.6749889967,512335.07164388,13513.3023313311,3328.33939736062,15409.6831986608,16941.7202055821,"adstockedMedia","3_130_15"
"711",2018-07-09,37867.012439779,196019.398410949,39819.0550472398,25217.9381842715,18466.2662512674,17098.0745117242,"adstockedMedia","3_130_15"
"712",2018-07-16,53138.6426289929,253550.621832029,15780.2915152211,7414.07382617583,18922.737814989,10986.117798653,"adstockedMedia","3_130_15"
"713",2018-07-23,66474.0655327643,97008.4679129343,21771.7295274821,2179.73770489569,24328.8283519069,23744.7979939646,"adstockedMedia","3_130_15"
"714",2018-07-30,46644.8517843407,37115.4398234887,8628.13641174117,640.842885239334,27828.4170271696,11646.1496885035,"adstockedMedia","3_130_15"
"715",2018-08-06,71855.1724970719,291923.567276467,25019.730459973,188.407808260364,31568.4394513242,60661.9656740533,"adstockedMedia","3_130_15"
"716",2018-08-13,50420.7745411953,111689.956839976,9915.31918128731,13407.6430588961,5953.80768051974,26402.0446849396,"adstockedMedia","3_130_15"
"717",2018-08-20,220069.617495557,362028.577486975,3929.44099154416,3941.84705931547,1122.88812854602,22448.4498027958,"adstockedMedia","3_130_15"
"718",2018-08-27,154422.850596632,138512.133746517,1557.23746494895,14684.322600201,25971.7767010438,50610.5511072426,"adstockedMedia","3_130_15"
"719",2018-09-03,143342.754263657,257634.742371417,2934.4665406926,4317.19084445911,34098.2770858169,76695.4575977758,"adstockedMedia","3_130_15"
"720",2018-09-10,100583.610666808,98571.0524313042,2770.92909007648,1269.25410827098,37950.9350583851,55075.6558067833,"adstockedMedia","3_130_15"
"721",2018-09-17,70579.5196048991,176074.884660217,30153.3191983973,10581.8440325698,35237.5463520114,81350.7306801028,"adstockedMedia","3_130_15"
"722",2018-09-24,52189.4489067577,155326.250870999,11949.7603983249,3111.06214557551,39325.8012419894,10434.8743204839,"adstockedMedia","3_130_15"
"723",2018-10-01,506731.656297872,138109.423583244,12831.0233791895,3665.18687732908,44456.8461142392,35673.1844965838,"adstockedMedia","3_130_15"
"724",2018-10-08,355573.603224217,52840.6654629492,12854.4012318395,7125.10343625569,42864.5611771455,26348.6854909058,"adstockedMedia","3_130_15"
"725",2018-10-15,382974.557382433,209538.438606124,8211.53254151131,9422.54030895094,46364.2562380096,52449.6383056505,"adstockedMedia","3_130_15"
"726",2018-10-22,268733.246915253,80169.4066107032,3254.23034620093,2770.22685083158,49224.2987264886,55627.6882604721,"adstockedMedia","3_130_15"
"727",2018-10-29,264440.039360433,30672.814969255,7674.05148619943,24609.8751703451,50683.7027398158,48695.4352252585,"adstockedMedia","3_130_15"
"728",2018-11-05,185557.575619216,447911.419007237,7407.75993731415,7235.30330008145,51718.9463367292,30951.4532249948,"adstockedMedia","3_130_15"
"729",2018-11-12,302258.510812004,171370.908912169,2935.6952631576,28312.6037574277,9754.19327910714,22973.4515483182,"adstockedMedia","3_130_15"
"730",2018-11-19,212094.797036783,206726.509749796,1163.41603278936,8323.90550468376,1839.64085243961,22052.7901548297,"adstockedMedia","3_130_15"
"731",2018-11-26,309402.519080711,79093.5626302719,45849.4617737944,23458.0135389105,48346.9562647701,2845.89198386735,"adstockedMedia","3_130_15"
"732",2018-12-03,217107.747638935,190937.997062342,18170.1417009547,6896.65598043969,51078.2359515356,35160.4159349383,"adstockedMedia","3_130_15"
"733",2018-12-10,152344.50651824,73052.8776760521,26048.8271560884,2027.61685824927,56953.3553004596,72849.5119988919,"adstockedMedia","3_130_15"
"734",2018-12-17,106900.140223849,74041.2309988575,10323.1502019578,596.119356325285,57381.4028096667,45605.8336846721,"adstockedMedia","3_130_15"
"735",2018-12-24,549151.548395075,28328.1749801629,26446.9310917026,27379.2813087597,62262.1325699031,86127.9132072112,"adstockedMedia","3_130_15"
"736",2018-12-31,539479.361508824,10838.3597474103,10480.9187916417,8049.50870477536,55222.6382026837,63950.1611841122,"adstockedMedia","3_130_15"
"737",2019-01-07,378552.667970742,5135.55643935919,6864.38811712762,6793.99989258578,61494.9895650262,103615.848600647,"adstockedMedia","3_130_15"
"738",2019-01-14,300382.32711507,1964.86389369883,4925.69034415101,1997.43596842022,60477.9550319639,92584.2689285146,"adstockedMedia","3_130_15"
"739",2019-01-21,210778.278936644,82577.3569257292,10712.7177500537,9171.75278288003,52846.1423190284,11313.2246343506,"adstockedMedia","3_130_15"
"740",2019-01-28,242932.318329843,31594.096759784,4245.45004434629,2696.49531816673,55566.7824413688,21289.5461228041,"adstockedMedia","3_130_15"
"741",2019-02-04,170465.607772051,12087.9014202934,14498.6051859078,792.769623541019,52239.8951684421,58192.8136225716,"adstockedMedia","3_130_15"
"742",2019-02-11,157784.236973648,4624.83108340424,9321.53056850858,6564.010167267,9852.44422876819,26117.1045381986,"adstockedMedia","3_130_15"
"743",2019-02-18,110717.199084409,1769.46037251046,5199.18923096662,1929.8189891765,1858.17098154568,22415.5677098619,"adstockedMedia","3_130_15"
"744",2019-02-25,132053.13859753,93326.5955385225,3997.90535889874,567.36678281789,36910.4510471195,48829.7565137181,"adstockedMedia","3_130_15"
"745",2019-03-04,92661.6873538866,35706.7554530387,1584.36989373157,166.80583414846,36801.3110674867,42613.9539016831,"adstockedMedia","3_130_15"
"746",2019-03-11,81491.6660162223,13661.4046363326,627.885788885821,49.0409152396472,34060.727267328,28907.6502802542,"adstockedMedia","3_130_15"
"747",2019-03-18,57182.7020435832,5226.85341386086,248.831138135451,18376.6453817621,27903.8531626181,19381.9428423413,"adstockedMedia","3_130_15"
"748",2019-03-25,50575.2620239823,19295.7941161432,98.6117800430792,5402.73374223804,29182.6667064698,31216.6762040062,"adstockedMedia","3_130_15"
"749",2019-04-01,35488.6613622284,7382.57082883637,39.0798484310723,11514.3700672701,29143.8509408402,11055.4044339423,"adstockedMedia","3_130_15"
"750",2019-04-08,168571.833677876,8995.7715991128,15.4873439332339,3385.22479977741,27856.5302874425,38782.7936716769,"adstockedMedia","3_130_15"
"751",2019-04-15,118286.855691765,3441.78221382056,8994.80430106742,995.256091134559,24453.7416122116,48193.5343897115,"adstockedMedia","3_130_15"
"752",2019-04-22,97637.0866389117,1316.82587500774,3564.64094451302,5083.39707564177,23411.9756680631,6728.53386857271,"adstockedMedia","3_130_15"
"753",2019-04-29,68511.9436945244,503.817579777963,38810.4005396438,9033.89110598298,21295.4986109967,2322.47280843329,"adstockedMedia","3_130_15"
"754",2019-05-06,59162.5108904477,192.760606023049,15380.5617338608,2655.963985159,25856.331038034,35129.0133620932,"adstockedMedia","3_130_15"
"755",2019-05-13,41514.3338918272,73.7502078644184,12466.5166151291,20146.0285985158,4876.50403377321,23455.5419881394,"adstockedMedia","3_130_15"
"756",2019-05-20,116851.768091895,17335.4168295289,16309.1472012423,5922.93240796366,919.708660769627,22108.4233915851,"adstockedMedia","3_130_15"
"757",2019-05-27,81994.8856700828,17635.7304789778,6463.31503585233,1741.34212794132,15813.4570534212,23551.3120593889,"adstockedMedia","3_130_15"
"758",2019-06-03,57535.8112746971,6747.43048125689,6737.1450820416,511.954585614747,21582.4180002752,22620.8214116535,"adstockedMedia","3_130_15"
"759",2019-06-10,40372.878771455,2581.56690212889,2669.93059601309,299.100463675333,16510.4440348519,10641.4427909048,"adstockedMedia","3_130_15"
"760",2019-06-17,28329.6490339299,987.707496754512,1058.09349519999,87.9355363205478,17553.8697449731,21401.0224980704,"adstockedMedia","3_130_15"
"761",2019-06-24,38360.3547271086,377.896888258276,419.322452147754,25.853047678241,18110.6598339019,29407.6779962773,"adstockedMedia","3_130_15"
"762",2019-07-01,26917.4609120121,144.583349447617,166.177487786155,7.60079601740287,22575.6704446739,12106.6460407704,"adstockedMedia","3_130_15"
"763",2019-07-08,34699.0623219589,55.3175894986581,65.8561384096533,2.23463402911644,22657.7714458655,18781.1069531049,"adstockedMedia","3_130_15"
"764",2019-07-15,24348.3320313186,199416.364509742,26.0987876517456,0.656982404560234,27433.2556946902,6320.33974238831,"adstockedMedia","3_130_15"
"765",2019-07-22,53233.7445863762,76296.7010614274,10.3429495463868,8580.61720535698,30733.9120240186,26590.3672062716,"adstockedMedia","3_130_15"
"766",2019-07-29,37354.1185762602,144488.717826102,4.09891090523308,2522.70145837495,34356.4158077299,4888.52837560374,"adstockedMedia","3_130_15"
"767",2019-08-05,65241.3050049618,55281.3834402667,1.62439839174387,46942.8484527849,38919.6200213379,41037.1361745447,"adstockedMedia","3_130_15"
"768",2019-08-12,45779.8237219817,122990.657304246,0.643749082648095,13801.1974451188,7340.24033602432,24137.3393606963,"adstockedMedia","3_130_15"
"769",2019-08-19,32123.7023057145,47056.2254846045,9661.05511776145,33292.3054820363,1384.36932737419,22187.1028083781,"adstockedMedia","3_130_15"
"770",2019-08-26,22541.2019079199,133570.11187041,3828.67614316886,9787.93781171868,39221.0920551428,50643.3916640868,"adstockedMedia","3_130_15"
"771",2019-09-02,16496.4013787874,51103.9248016187,42710.7710222046,14991.5296707952,45797.0979615999,39905.2473980356,"adstockedMedia","3_130_15"
"772",2019-09-09,159378.924847495,32286.7616290993,16926.2785560997,4407.50972321379,49917.3326755577,35930.0655497333,"adstockedMedia","3_130_15"
"773",2019-09-16,111836.191565487,46738.5149992934,50520.8175251155,5288.46001693733,57694.4089426102,74563.3295644392,"adstockedMedia","3_130_15"
"774",2019-09-23,161926.295621502,17882.1558387297,20021.3999852033,1554.80724497958,57161.1655265763,59509.6082317363,"adstockedMedia","3_130_15"
"775",2019-09-30,113623.681637608,101208.112823898,66761.2808141361,457.113330023995,54820.5958183123,86295.4087899424,"adstockedMedia","3_130_15"
"776",2019-10-07,137521.57740511,38722.2239664234,26457.4955866421,41713.7723518784,56379.1643713337,68242.4901743594,"adstockedMedia","3_130_15"
"777",2019-10-14,96498.8908651655,111507.922889554,71974.5721676531,12263.8490714522,55473.1104004335,36032.1833661211,"adstockedMedia","3_130_15"
"778",2019-10-21,129680.311720087,42662.9312975432,28523.5229500409,16968.0291793607,51942.2286215218,14802.1139604504,"adstockedMedia","3_130_15"
"779",2019-10-28,99789.6747339848,38873.23751444,18294.2721451012,4988.60057873203,55676.304318019,11305.163951036,"adstockedMedia","3_130_15"
"780",2019-11-04,79003.6147608371,14872.9006730248,16870.5533844369,1466.64857014722,64140.5509943784,91493.6159199495,"adstockedMedia","3_130_15"
"781",2019-11-11,55436.8364776794,5690.37179749927,6685.80030625236,37050.2706166131,12096.9079175398,29960.017123316,"adstockedMedia","3_130_15"
"782",2016-01-04,0.239861431953464,0.437440316797246,0.318259091731598,0.487904431149493,0.0284614044190074,0.338027615619837,"saturatedMedia","3_130_15"
"783",2016-01-11,0.124210725368122,0.30211650955433,0.525196510193967,0.509135785990307,0.0376237269593348,0.221335372524298,"saturatedMedia","3_130_15"
"784",2016-01-18,0.0501802178245356,0.194203928477506,0.27432162035827,0.483974720916737,0.0205817782557046,0.216519877353671,"saturatedMedia","3_130_15"
"785",2016-01-25,0.0193000895151149,0.11830247194708,0.353142826296707,0.433082113244173,0.0180090616688714,0.149933967855665,"saturatedMedia","3_130_15"
"786",2016-02-01,0.0517446520288419,0.21391108036423,0.157237190646955,0.125576030762939,0.0141861323331972,0.0751932316653232,"saturatedMedia","3_130_15"
